0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.505000,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.507499,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.502500,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.502500,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.507499,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.507499,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.505000,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.731059,1.000000,0.500000,0.500000,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.502500,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.731059,0.500000,0.500000,0.731059,1.000000,0.999877,0.500000,0.500000,0.500000,21.000000
