0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
0.000649,-0.001528,0.003512,0.001431,0.002060,0.005016,0.000717,0.009871,0.011093,-0.064374,21.000000
0.000645,-0.001748,0.003144,0.001716,0.001981,0.005081,0.000594,0.009886,0.010969,-0.064468,21.000000
0.000630,-0.001546,0.003488,0.001456,0.002053,0.005018,0.000772,0.009921,0.010906,-0.064455,21.000000
0.000630,-0.001546,0.003488,0.001456,0.002053,0.005018,0.000772,0.009921,0.010906,-0.064455,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
-0.000893,0.002240,-0.001099,-0.000231,-0.015828,-0.019602,-0.009893,-0.064453,-0.011575,-0.060120,21.000000
0.000645,-0.001748,0.003144,0.001716,0.001981,0.005081,0.000594,0.009886,0.010969,-0.064468,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.027842,0.111253,-0.030413,-0.013858,0.008084,0.034125,-0.011391,-0.067498,-0.008241,-0.072253,20.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
-0.011436,0.000429,-0.015354,0.017234,-0.011848,0.005083,0.006204,0.009281,-0.014974,0.010279,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,21.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,21.000000
-0.009289,-0.000771,-0.012551,0.008752,-0.019368,0.007255,0.013525,0.008439,-0.013246,0.009567,21.000000
0.000656,-0.001629,0.003340,0.001561,0.002024,0.005047,0.000628,0.009853,0.011125,-0.064380,21.000000
0.000645,-0.001748,0.003144,0.001716,0.001981,0.005081,0.000594,0.009886,0.010969,-0.064468,21.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,18.000000
0.000630,-0.001546,0.003488,0.001456,0.002053,0.005018,0.000772,0.009921,0.010906,-0.064455,21.000000
0.000623,-0.001445,0.003661,0.001325,0.002089,0.004986,0.000861,0.009938,0.010874,-0.064449,21.000000
0.000623,-0.001445,0.003661,0.001325,0.002089,0.004986,0.000861,0.009938,0.010874,-0.064449,21.000000
0.000601,-0.001143,0.004177,0.000934,0.002196,0.004890,0.001128,0.009991,0.010779,-0.064429,20.000000
0.000901,-0.001778,0.003763,0.001262,0.002296,0.005022,-0.000839,0.008839,0.015455,-0.062497,21.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,18.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,18.000000
-0.000899,0.012746,-0.004237,0.020269,0.020409,0.001474,-0.016502,0.011208,0.006746,-0.062977,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
-0.006769,0.006527,-0.012566,0.018713,0.006616,-0.028869,-0.016296,0.010378,0.003140,-0.052106,21.000000
-0.009311,-0.000467,-0.012034,0.008360,-0.019259,0.007159,0.013793,0.008492,-0.013342,0.009586,20.000000
0.000649,-0.001528,0.003512,0.001431,0.002060,0.005016,0.000717,0.009871,0.011093,-0.064374,20.000000
-0.003963,0.001889,0.001295,-0.010783,-0.027949,0.010902,-0.015580,0.017657,-0.025995,0.013063,21.000000
0.000623,-0.001445,0.003661,0.001325,0.002089,0.004986,0.000861,0.009938,0.010874,-0.064449,21.000000
-0.008913,-0.001529,-0.010195,0.009194,-0.021634,0.009164,0.008626,-0.025249,-0.021926,0.006590,20.000000
0.000623,-0.001445,0.003661,0.001325,0.002089,0.004986,0.000861,0.009938,0.010874,-0.064449,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
0.000615,-0.001345,0.003833,0.001195,0.002125,0.004954,0.000950,0.009956,0.010843,-0.064442,21.000000
-0.014319,0.002327,-0.018654,0.028242,-0.001655,0.002089,-0.003388,0.010444,-0.017371,0.011244,19.000000
-0.002004,0.003075,-0.007031,-0.000137,-0.011423,-0.022547,0.000857,0.008354,0.006592,-0.051554,17.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,18.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000645,-0.001748,0.003144,0.001716,0.001981,0.005081,0.000594,0.009886,0.010969,-0.064468,21.000000
-0.001728,0.003231,-0.006815,-0.000481,-0.011121,-0.023657,0.000388,0.008348,0.007329,-0.053830,18.000000
0.000615,-0.001345,0.003833,0.001195,0.002125,0.004954,0.000950,0.009956,0.010843,-0.064442,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
0.000630,-0.001546,0.003488,0.001456,0.002053,0.005018,0.000772,0.009921,0.010906,-0.064455,21.000000
-0.003565,0.003976,-0.004136,0.009926,-0.006451,-0.022367,-0.018708,-0.063366,-0.013786,-0.059214,21.000000
-0.001018,0.004043,-0.004498,-0.000476,-0.013337,-0.021737,-0.004397,-0.025389,-0.001414,-0.056773,16.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
0.000638,-0.001647,0.003316,0.001586,0.002017,0.005050,0.000683,0.009903,0.010938,-0.064462,21.000000
-0.013192,0.001581,-0.017360,0.023931,-0.005650,0.003261,0.000372,0.009990,-0.016432,0.010867,21.000000
-0.003818,-0.000110,-0.002108,-0.008201,-0.028662,0.011531,-0.017342,0.017311,-0.025369,0.012934,21.000000
-0.009458,0.001548,-0.008603,0.005758,-0.018541,0.006524,0.015569,0.008842,-0.013974,0.009717,18.000000
-0.001783,0.003266,-0.006877,-0.000273,-0.010929,-0.023713,0.000208,0.008370,0.007284,-0.053812,18.000000
0.000649,-0.001528,0.003512,0.001431,0.002060,0.005016,0.000717,0.009871,0.011093,-0.064374,21.000000
0.000615,-0.001345,0.003833,0.001195,0.002125,0.004954,0.000950,0.009956,0.010843,-0.064442,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
0.000652,-0.001849,0.002972,0.001847,0.001945,0.005113,0.000505,0.009868,0.011001,-0.064475,21.000000
-0.001783,0.003266,-0.006877,-0.000273,-0.010929,-0.023713,0.000208,0.008370,0.007284,-0.053812,18.000000
0.000606,0.006740,0.023187,-0.010026,0.001667,0.005217,0.000890,-0.043939,-0.006323,-0.068630,19.000000
