0.000000,1.000000,22.000000,9.000000,263.000000,1053.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,127.000000,123.000000,0.970000,0.020000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,51.000000,9.000000,1441.000000,387.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,78.000000,41.000000,0.530000,0.080000,0.010000,0.000000,0.030000,0.000000,0.040000,0.000000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,315.000000,599.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.000000,15.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,202.000000,255.000000,1.000000,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,51.000000,9.000000,2361.000000,328.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,103.000000,119.000000,0.310000,0.050000,0.010000,0.030000,0.030000,0.010000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,250.000000,15544.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.290000,9.000000,255.000000,1.000000,0.000000,0.110000,0.010000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,186.000000,4841.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,4.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.500000,53.000000,255.000000,1.000000,0.000000,0.020000,0.030000,0.000000,0.000000,0.000000,0.010000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,310.000000,640.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.000000,35.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.060000,87.000000,255.000000,1.000000,0.000000,0.010000,0.030000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,221.000000,2058.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,11.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.180000,10.000000,255.000000,1.000000,0.000000,0.100000,0.020000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
4115.000000,2.000000,41.000000,9.000000,147.000000,105.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,255.000000,1.000000,0.000000,0.720000,0.980000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
0.000000,1.000000,22.000000,9.000000,232.000000,13341.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,82.000000,255.000000,1.000000,0.000000,0.010000,0.010000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000
